Year,Argentina,Australia,Austria,Bahrain,Belgium,Bosnia and Herzegovina,Brazil,Bulgaria,Canada,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Developing Countries,Egypt Arab Rep.,Estonia,Finland,France,Germany,Greece,High Income Countries,Hong Kong China,Hungary,Iceland,India,Indonesia,Iran Islamic Rep.,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Korea Rep.,Latin America & Caribbean developing,Latvia,Lithuania,Luxembourg,Macedonia FYR,Malawi,Malaysia,Malta,Mexico,Morocco,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Saudi Arabia,Singapore,Slovak Republic,Slovenia,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Taiwan China,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Venezuela RB,Vietnam
2010,108.55267905573,97.02011580409,91.50183888455,99.85733958152,94.37586788444,81.61774945433,99.28229982719,84.26730258131,104.93915975362,112.19277697184,90.21030681507,119.17035911313,86.942680222,95.30181760908,103.21752552513,101.94274127922,91.41751178917,112.93525178707,97.41253172379,90.37508587269,98.13135758528,74.70860254484,98.80578652051,100.2709135522,92.41408515044,115.11286799934,105.95937742686,119.42997994996,129.57917153701,89.06728561681,101.13266849748,84.89487245945,97.48999374259,93.30588135177,87.04743891977,116.28248916203,92.73750783654,100.81614112921,106.41202538053,109.15774526176,87.6679649908,82.89929133947,93.66453353755,111.88189582973,87.39367386366,105.71325909301,102.96652141951,92.7023397058,95.07317748329,112.03195976734,96.12409798166,100.09832882167,98.95719974106,109.41741507295,118.60862059084,96.95002838932,84.29924474063,108.02895221563,94.52850073414,97.49895423004,101.53325848068,106.3508604266,88.0754295798,82.29063704899,105.48317674737,82.18726208646,143.69337932433,106.86725870354,98.30104403836,99.2491047571,122.04671244976,102.36568288633,107.01466805181,115.75960234207,130.766566928,96.5992234477,97.39670700588,101.82945927083,N/A,93.68671415403
2011,132.49435648395,106.18025924717,92.73846621355,89.38204238633,93.90412741267,90.09414107912,95.41186802371,88.37022376791,117.50754726298,123.25998466176,88.90344305999,127.71683283866,95.5040618815,97.92659989353,109.33658382804,107.30580270361,69.92991839345,132.77638259704,96.19003564254,93.00097492287,109.95851123557,53.52599541417,107.00912416287,99.78817684894,88.14483349406,125.58649385616,101.97292207094,150.60327060479,197.19952182658,88.91233276014,105.20690966951,78.95321756418,101.00067441558,87.67037930487,79.57820129038,94.08079962159,95.7303052046,101.53145579491,126.22403882815,127.370708146,80.40607730362,84.65744689701,90.73287853341,128.91967998221,86.62977226382,116.27410045894,108.0064294252,95.21513946516,105.13311525405,103.80893774613,113.07804317501,92.93513444582,108.90701429627,141.2086547336,146.22552608716,102.82259499776,79.35879958951,124.68346076033,97.89782013954,118.0157400846,101.18584690192,115.45923281608,93.22714028126,70.36654610702,117.98654544588,77.78816857989,202.50575211748,120.27224806779,107.45215760293,109.77278365063,153.12293376725,93.11286535885,98.75190450433,105.20244755674,137.7047464741,87.98378528941,105.86253808775,114.27843885665,N/A,77.90583872495
2012,106.33209100571,101.52532101618,72.82166910226,75.61385410497,81.9443240247,74.85001460135,79.694175884,65.3108287455,108.43274364725,118.87335334594,75.88277244803,135.32285243352,73.38280347188,75.30937168193,108.535476532,99.91594942098,60.91725279868,119.36243115682,76.12568198085,81.09096594062,105.40479395626,30.11260556119,108.04150542024,95.71301373624,68.40286165579,123.7684901872,88.00779704839,154.88154060703,191.6634858187,93.95274170996,90.97509089331,58.91380426749,97.41373164377,81.41676344546,56.28370501596,95.43310549523,94.88921331718,92.20224634182,109.85496100384,105.74552414761,61.54264876164,61.30437002508,71.37767308939,135.87906150499,73.39371560211,121.16425049194,87.37977345655,86.23786185742,109.40074447828,100.28038789926,114.09377041031,87.15206858054,109.63975077455,152.5399396422,185.68948542862,82.54257296512,55.64636689091,124.70958383176,80.30835543026,94.01184998759,110.69431993379,116.12827183324,74.28412535294,50.71342122029,115.2488491125,56.79598203651,136.70219924714,113.86534294019,106.55332499417,99.47077964333,176.85017180397,92.22492875801,95.75325717484,104.3091539895,68.87871434235,91.3370173459,105.85370232245,123.83521694618,N/A,72.58498861238
2013,169.72328142563,110.36950586366,87.86637812843,79.03536951175,99.49884449361,80.16827024347,65.04357001503,92.13890143323,110.78149903817,110.01659797581,76.92215901474,125.92371480735,80.98499706635,77.16853262636,134.39401763251,101.5714320348,53.88323185183,158.32316621062,91.49118637484,99.45268717069,131.94549354413,43.73558697075,126.98183822816,105.6464324035,71.0525189502,147.38220811947,89.85270914942,156.76018326529,269.81797053636,123.22184565875,105.98957418112,68.94752720331,118.20512852721,79.94205738276,49.21751873213,121.2578754552,103.0739425094,85.46736461769,127.69302581959,130.41321437022,61.6582959298,57.58656872488,64.77722131744,144.73371454769,84.03011590583,131.80828397685,78.10486393255,101.21067648234,132.4251169791,153.91401558298,130.98580330186,98.56247918442,133.14248935454,122.73263119404,230.83935788069,89.80814859041,66.60545554408,136.81144087691,98.38727231598,88.16641657579,121.1089279114,125.66077652651,74.40091748553,57.7941176004,116.73057515763,67.09534324919,148.73670361272,138.40022609498,133.75897388503,107.09796394041,216.71513378242,82.46314528646,111.23984047659,147.87344193649,49.98947836483,140.14891397625,119.90018055651,143.24643060743,N/A,85.69354118627
2014,343.97358278543,109.97992547011,86.04281765042,96.58291048051,115.05664455308,75.66692373171,58.23241213564,120.31645435282,118.62214733983,89.8911030821,77.91077169833,113.60015817104,78.28506079703,74.04880822292,173.84376896896,101.66831295018,72.21008532474,153.21863980797,106.25490443055,110.61977627581,151.46011822512,50.37511976449,143.81637897544,108.55720527667,65.80507066038,156.73374134049,107.55347583173,146.51181284184,253.28578191688,147.79880634354,121.13865708479,82.24002259423,124.78856664914,79.81116641286,47.72275820634,124.29879377846,110.20610291843,78.04710166226,129.03184357676,148.90051790784,68.2449488068,58.09965563584,91.26972251102,147.13859777598,84.84046860876,128.27838274372,83.93090485294,112.38337202644,146.80757433262,163.10286236503,143.5131652178,107.58221354023,164.18048817448,105.37917160129,231.40342153756,89.90378568231,70.75579330169,185.49327221579,115.22768271942,62.95364245938,153.11698540587,124.60109984428,82.29308130319,71.11061720116,122.20541348659,81.25407899195,164.42822363788,152.08601246383,148.01554463176,116.49030674459,204.1215594817,80.39074164237,92.9890627852,161.81516516481,44.26007472789,263.19361010928,131.75082216843,160.19117555938,N/A,100.51819630722
2015,472.52216788637,93.21921945603,72.52465752839,91.81820834037,111.54022241374,62.52533042681,39.60443985033,85.4005266072,100.62046067397,79.12897852978,126.97129134458,62.16329579879,63.30007385443,62.87018840903,181.06540413316,92.68739255664,58.05097810678,139.96804714321,100.20510089871,103.57282381259,145.42766094063,26.81019473509,146.0026388749,113.80288792495,64.03017358596,179.18429772339,113.59445514992,130.3587452994,191.56622150317,157.9049431635,122.20278866553,74.69086587524,135.28242839282,74.11170635058,31.8151537921,104.22594985631,126.51606466135,57.24430738079,117.62609093095,132.64939053018,54.22412504032,48.58912392819,90.04975978812,116.72236256139,82.56721792592,111.02823434,73.28701893027,108.09634563506,133.31039587772,106.63852760585,117.30983399981,95.11168147638,168.78589114355,71.87236543445,247.29368155563,69.56383327052,50.85087353958,171.34013453382,103.21497276219,28.53856328811,135.0274201229,113.93347999606,84.44746061171,57.61478054301,110.13939896865,68.76964241749,170.22765383752,143.66753486467,146.84184402943,111.48161488469,194.65926111972,79.91185457896,80.7754876367,150.82613048435,20.77796388861,219.16205108001,122.8233919745,167.98982971668,0.00178276124,97.24817612535
2016,616.53214580746,89.60354974292,68.32895334401,78.55282610188,106.37880303767,50.620707506,40.12143259909,85.13497618018,94.99256922556,78.8903355566,97.05083341404,50.67177832049,64.24562934848,55.94544295935,179.55019815886,84.1130645916,39.6900154708,158.92864085498,96.322424254,95.29868843956,134.64031581685,20.9174047644,141.30703243818,100.02087915241,81.86313667061,226.32921563427,104.45448878639,133.96256504844,204.54700960756,155.68522558371,111.97384236521,58.499189818,133.00410229267,72.15786204369,24.80728989754,77.21732153087,122.87997930385,53.50424235387,161.18671633689,141.6177176985,47.28437668222,52.58833973714,53.53767136619,105.04971742778,92.67999933174,97.75275134426,74.23388489686,101.99620245744,149.15795527932,73.2856015536,109.24914929096,86.67501926415,168.6221415018,75.85138276291,232.05110515998,53.75481919158,43.49885754694,148.50692989804,94.04098334278,27.12838637468,100.44235907115,99.32918303661,102.39499907048,54.49032920339,94.53759853521,55.76592768004,141.82914513005,134.86113714273,128.71179451046,106.76450140387,184.33588686301,73.80747952724,69.23660554365,122.94159771872,12.11107106875,195.63075100181,106.73941303923,171.02162198371,0.00177273482,102.59058722236
2017,968.56576187359,101.10047221633,94.53688320559,89.06663652875,121.90990069854,41.3789022783,55.3773036423,121.75579352275,107.28922248897,101.44066345034,103.51874534019,N/A,71.74956295215,67.32765240598,201.49105490295,103.72320969386,39.67517681136,193.73328907174,113.56479580257,115.03327328066,168.18102257932,27.5681235163,163.92671086903,121.81236210594,111.14718422059,249.02601399134,126.44949570651,151.87607290765,192.22760799037,175.72380056941,122.56904429236,72.37100552775,153.98113278806,73.42999579507,42.32213635395,72.86841472534,124.79268869636,66.02867585511,227.93768293067,169.42921407277,55.41605079425,68.75822594987,66.49660991571,106.32839282132,97.81050384686,104.29280170269,92.43228918255,123.05085197732,162.18639113134,64.77139564788,136.07559186862,81.94142419376,187.40681476273,99.73575795481,235.32479818817,72.58854747982,47.88801154147,136.52386080844,113.08585311804,37.1126226067,112.20779849931,114.3557110254,105.48145806079,61.89798162359,110.75942028979,67.02253144121,136.50298841192,156.85645921285,142.97113056397,131.73054011567,216.30373999122,71.41744547806,73.42600037672,113.45456908336,13.95583501829,207.04249193139,116.39731314728,207.63464643472,9.952293e-05,125.94013181474
2018,1296.9362285982,102.70641291063,105.94744500377,90.13910387046,124.2088102548,33.95961253889,58.52277585804,123.18516481906,108.68252028098,113.34581129392,96.33498940618,N/A,70.32939294518,77.85109881916,214.96293687613,109.21216448625,52.30186830411,215.11488057168,122.89486816524,123.43749791014,173.15584934016,29.10772760216,177.70950992914,133.53738119047,118.89687803266,240.78418816279,137.82979307443,151.75028060613,280.56563520998,179.42336692174,133.14231711441,77.22475193709,172.82273818038,72.55747432683,53.36396923075,71.58902310734,156.35088595346,66.72326733652,264.86610811005,198.51395214656,57.57428464792,93.76195687519,109.95489181857,115.77054957565,97.11785659989,98.50695131916,94.78011058973,133.78753227845,174.6732295512,70.74249930865,165.27809854775,71.25334168086,142.45700024674,116.16935175061,222.45579269219,74.48261762296,52.68328213586,138.16916383177,121.60138592789,36.66968347172,125.10534115457,120.20084622758,115.89840412723,69.29986453719,115.70011048725,65.86539609354,124.9244799481,155.49907282024,143.86021856139,138.84997503134,242.22202960617,82.19674567698,59.65996963512,133.88154326788,22.25397856643,174.03292488419,120.98010204826,239.18623165814,2.032325e-05,161.7587988008
2019,1467.23083091729,102.22297717565,91.47970485825,100.50620693637,113.5945264311,34.99635775462,66.22938468657,103.829764079,110.08820667142,96.12138436726,90.92365776278,N/A,68.93660946253,71.37486680542,210.94019865527,104.60948732682,43.2659984123,203.72958993839,112.43274596077,118.70969131939,162.11101339018,29.28494517076,182.61722708867,127.78504365517,121.29800142169,245.62652121474,144.98348916815,157.73219444973,521.73831380497,160.74436453228,142.62565169673,72.60560345427,169.97851276083,65.30665321837,46.98551984079,57.71330276637,124.78343170673,67.72648476248,252.89752179837,186.46727878141,42.44818361871,111.22264979008,112.31073283602,103.13504683352,98.45820332249,89.4726903496,87.30351216842,130.63806835579,189.46139855474,54.72539595236,154.76213511961,61.52025684132,93.85315475417,114.10724956004,230.82312015217,68.54913600676,47.51730785966,150.00377171334,117.55613766853,39.81469300298,134.03308010158,115.14302130247,113.04171284568,67.58227416213,104.7453441108,59.24787619084,104.38421069716,151.42283906589,154.92119063541,137.08959732046,240.04863631556,70.59731503103,47.33709019313,114.36721152912,27.36684384389,158.27535090991,114.05641986884,251.91303881226,1.5368e-07,153.86132427086
2020,1806.0978794178,97.3568851434,74.12048104597,96.70239792626,108.41226846296,41.65185195127,50.49912904749,85.21284060501,107.27535149942,67.49152329831,97.68379274625,N/A,62.94864553977,62.47995211462,257.95936045404,106.63077830376,35.96956172863,201.35711111421,116.78414990317,112.57902338298,168.53912179853,25.77831738578,194.44610778802,118.26328259352,102.85953250688,236.63811771872,136.0506946292,128.28155389646,2364.66274628853,166.68904634658,142.90546416218,69.47601711891,181.79433566655,55.23568012611,45.43207301168,41.48657302936,136.42576842374,51.05867317573,268.24146603178,206.9851447474,33.43850989846,125.9240944072,115.24191178384,94.34814997007,84.77020690636,73.89478684226,82.08207185761,133.38932914708,204.5306753359,48.66373193074,136.34029881028,56.40711087636,85.35509889488,96.0663446414,193.89223781355,53.95470984583,42.37301049928,139.41480790976,120.3832658956,34.69086965861,122.42375143985,95.99359108917,115.19918925841,67.92930921977,89.3164139546,49.26803127188,97.35117840237,173.21389501732,170.71777846081,161.29773742879,195.33380371491,69.87726560566,43.90455496294,96.11775421145,24.52173420692,131.64604362879,100.49174381475,256.96001625855,2.62999e-06,140.88507031479
2021,2782.20732097565,125.90397997648,109.20572905378,108.41603249761,134.21606614604,42.76867815476,56.35188599539,104.7636523338,141.47217809002,78.38978728506,118.29424420958,N/A,75.17428883057,85.97028473744,351.71012468581,132.76322848822,N/A,297.89419705558,154.20821150642,146.44881584156,214.84688199991,33.83286953077,253.94927036883,126.64407155107,134.85394269027,375.64276565089,193.33606777514,154.11859128011,2659.7050029907,220.98604907794,188.88390059933,89.92453290972,224.53478975862,66.68762515755,60.30414566956,38.3007427115,184.99687657237,58.10458134349,318.84187403416,267.85592872036,56.27511520969,160.43547174628,130.56243217312,98.78783911777,86.13228372705,97.71551593602,101.11801404165,181.39829282651,240.43337368007,67.32800803421,194.28832695761,59.77137462552,94.49582254287,98.56958258526,210.30091915107,65.83925289855,51.05111456017,159.38112643508,160.4408364401,42.90824985356,167.37234854451,112.84421198049,129.85808527836,90.93340368965,122.39793588431,58.51868272831,139.22502001583,251.96464336014,201.43134574209,238.09607072948,224.504518962,74.52342949287,46.86025211903,100.82351209807,25.02997250154,164.58665238355,122.98167968194,324.7934774926,3.776827e-05,209.43785679204
2022,4923.64233670936,114.18860723414,91.17821226471,129.80528045012,112.71393833356,34.56124569809,55.22904627075,103.95591269762,138.98451776081,76.95937483504,103.55423422481,N/A,70.09314336541,85.38816705467,311.36873786216,104.41024566801,N/A,281.00564901482,123.53592137672,129.29358588771,175.39980154498,30.40432078578,233.89211132721,94.51117450697,101.06529731455,324.1160866974,195.97661311618,165.98621750992,2884.98849897505,173.75468619254,203.43883579482,75.84623611918,178.35091929576,83.1789225129,53.05207087022,32.53625008831,135.55216077058,55.19332958839,265.0516270415,237.63907980474,50.34009719265,156.63873913156,155.44130014047,89.75558767885,71.98778725793,99.94702372627,N/A,154.8036665961,191.12351298642,78.06434030227,194.42820236466,66.88977580481,66.9907340369,105.68987001383,186.10426401161,48.10846528424,50.88454908287,185.15837782933,149.60516566093,34.35930689954,191.0292974504,114.58929075665,114.24713377896,83.31067586457,117.25625151088,49.77349320987,101.75303650487,191.6574099421,188.09677270053,208.86997984562,211.82994549183,71.85226839774,47.73979854058,87.11057734822,21.09497063757,196.66444167227,112.75031691339,314.30618308471,0.00010023408,198.8495381322
2023,19857.1302276896,110.99048589365,93.98064549276,131.64979273001,110.87118194226,33.28756470226,59.46461053744,119.24218764317,133.42168901249,90.46011696739,96.67406271706,N/A,82.425852126,94.30176972413,361.81896012945,99.44514658361,N/A,292.65253307595,117.70869673214,146.67010341334,202.75283037537,41.98096678814,244.07678608616,88.27654758697,122.74729869784,267.68042260339,204.8845086224,159.42424690427,4131.43162577554,208.29236631604,167.57257775221,91.26993882579,186.30610317383,83.5846343947,63.51869322917,24.58454855026,135.86304465827,57.13702554466,304.13393609764,258.68207119103,49.23966263959,159.42169957702,248.32697873565,82.68232598535,73.84267856252,120.62167281146,N/A,170.00137378149,179.93166693115,68.12442483267,181.90469827771,72.58341434787,48.47381552231,113.72512537525,176.23805914897,55.9464332564,54.63154336874,150.25537113332,164.15635025358,23.72454697082,175.45586231526,117.03028703386,102.06211612637,89.96460970671,111.22729896122,57.59181178682,99.32782707827,184.14944908816,194.82040529457,206.11346073912,200.20818601147,80.34408375675,71.87783095573,70.07621778254,17.95586293828,219.73027628454,115.43619724197,326.0435646916,0.00105703346,171.38552594391
2024,67025.9045456093,121.15177634953,103.77087545016,136.88502988409,120.00874440128,25.49962883241,61.92664738346,146.57363455237,148.79587317627,91.34961689834,91.41177351625,N/A,102.57357293895,104.54833282211,438.80011342857,107.98893148162,N/A,276.43531925422,114.32330390882,154.02781581268,237.95745217843,50.52532763345,297.97389556972,83.85252684335,164.39314603836,272.56176680379,245.40723396824,163.19560124815,4406.0595520401,238.67843787237,189.65886862604,109.63771788002,216.42167388512,79.57841879074,84.79217032927,27.86329890399,125.37369049596,56.59926441124,262.01080371884,263.34102049298,46.312906781,215.21125023495,215.18408700154,91.17929609089,76.13037382801,118.921553176,N/A,199.13343987448,179.33046672332,46.3906748913,202.84358335009,71.99143241676,75.02351205272,146.46923718192,178.801325808,69.55952117456,58.48844897106,147.65205564415,213.70774869323,21.97806570037,192.16668385852,124.11124708223,97.46892337434,114.74283387649,117.35788852585,67.45976786801,127.91631333254,213.47096185216,211.32628145029,261.01105147419,178.50551716295,88.21511957862,78.98833915704,69.67410017203,16.39393998917,253.43404057154,126.07648778432,385.00611720643,1.19334882834,183.23979530567
2025,99968.8028381748,127.05496826265,135.14238576707,133.07135649085,144.93694117867,21.78186187918,64.36944976327,183.2805185783,175.35552247881,118.29231094618,106.99413372006,N/A,132.71313928198,156.36022571037,336.10617168119,123.4210727147,N/A,323.10250080001,128.86824624879,165.09449183235,313.97297153201,69.25526607426,340.10291706685,111.77481382292,235.85317587975,320.52026922221,245.93062866543,159.21072536851,N/A,291.65529151619,293.09620290136,137.78764033254,238.06917563512,101.95917715847,94.27430706871,43.05741432092,118.65343766052,56.34458062996,224.90319264223,334.56601364676,56.64103706439,297.24785357081,660.21677862202,95.95359653121,80.07092192401,120.44729335871,N/A,216.47360515234,176.41234381469,56.75646979778,243.79325888923,74.72731915466,122.51861843839,179.25060998207,162.76319199266,86.78513625045,69.91004346614,155.91808133716,250.95535815375,25.42641045975,180.25485209436,153.39179587468,95.05843971353,175.67584171215,148.08852587462,92.01685622362,202.91814616716,235.33244519581,234.75191226417,302.15828243882,170.22258608766,114.09410586727,70.20551219319,95.82859701976,15.17243341571,330.81573326704,143.40716786076,422.85436680638,4.17289041602,206.25451400688
2026,122817.211049931,142.34040686402,174.20364049581,139.86748156286,173.72133297021,21.42198743029,88.6932350433,249.80248595654,215.1173119686,164.90012078603,127.24500468095,N/A,152.45942029454,199.42728329566,331.84750924826,152.25255825583,N/A,355.25777386889,159.06163832284,178.22144580799,342.08808243902,85.71408197326,379.71170155181,122.35946829859,322.29088926067,350.70696960639,236.01104217868,171.59317103317,N/A,344.60604503639,448.98477189742,160.92817212535,297.4764109132,129.08718907844,120.20165262027,58.64412618229,157.88021373935,74.82186929646,236.71020234095,399.41290598767,81.00206578367,297.00089788413,958.24768437609,113.73849217675,84.31362066945,156.20932694405,N/A,243.42071507317,183.3138952758,89.97230190812,306.82953016029,101.14694728152,155.59605773863,294.26671107575,161.85901787473,107.88876850835,86.1497101848,163.78153097279,362.77383302309,28.13211192718,173.90146188737,187.06866238653,101.12259549763,228.56265695584,197.95624717317,116.78604079297,240.50712342395,275.04117050689,268.18773751621,405.9156175498,198.62697853123,147.90658103236,81.5929899737,126.58974681655,13.87868573191,381.28362896677,167.1797190695,464.04600121567,N/A,252.30476547242
